id,manufacturer,model,productionyear,category,leatherinterior,fueltype,enginevolume,mileage,cylinders,gearboxtype,drivewheels,doors,wheel,color,airbags,price
45808848,FORD,Explorer,2018,Jeep,Yes,Petrol,2.3,25947 km,4,Automatic,Front,4,Left wheel,White,4,108371
45640930,BMW,X5,2014,Jeep,Yes,Diesel,3,141384 km,6,Automatic,4x4,4,Left wheel,Blue,0,25089
45816395,HYUNDAI,Sonata,2012,Sedan,Yes,Petrol,2.4,238139 km,4,Automatic,Front,4,Left wheel,Silver,12,941
45732823,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,411260 km,4,Automatic,Front,4,Left wheel,Orange,4,9252
45813464,BMW,650,2014,Sedan,Yes,Petrol,4.4,0 km,8,Automatic,4x4,4,Left wheel,Blue,12,94
45809314,TOYOTA,Aqua,2012,Hatchback,Yes,Petrol,1.5,46756 km,4,Automatic,Front,4,Left wheel,Black,4,16900
45773842,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Petrol,3.5,146395 km,6,Automatic,Rear,4,Left wheel,Grey,12,1882
44755209,TOYOTA,Sienta LE,2011,Minivan,Yes,Petrol,3.5,130000 km,6,Tiptronic,4x4,4,Left wheel,Silver,12,21639
44309251,MERCEDES-BENZ,B 200 Turbo,2006,Hatchback,Yes,Petrol,2.0 Turbo,161000 km,4,Variator,Front,4,Left wheel,Silver,8,13172
45815529,TOYOTA,Prius,2011,Hatchback,No,Hybrid,1.8,171000 km,4,Variator,Front,4,Left wheel,Grey,4,15367
45788396,FORD,Transit,2003,Microbus,No,Diesel,2.0 Turbo,0 km,4,Manual,Front,4,Left wheel,Red,2,9722
45732631,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,509454 km,4,Automatic,Front,4,Left wheel,Orange,4,12425
45800466,VOLKSWAGEN,Golf,2004,Hatchback,No,Petrol,1.6,106000 km,4,Tiptronic,Front,4,Right-hand drive,Silver,12,7840
45648474,BMW,X5,2010,Jeep,Yes,Diesel,3,265210 km,6,Automatic,4x4,4,Left wheel,Black,0,1882
45788238,TOYOTA,Harrier,1998,Jeep,No,Petrol,3,220000 km,6,Automatic,Front,4,Right-hand drive,Black,4,5331
45795192,FORD,Transit Connect,2010,Goods wagon,Yes,Diesel,1.8 Turbo,160000 km,4,Manual,Front,2,Left wheel,Silver,4,9095
45668860,LEXUS,CT 200h,2012,Hatchback,Yes,Hybrid,1.8,146000 km,4,Automatic,Front,4,Left wheel,White,12,11290
45158822,BMW,535 535,2011,Sedan,Yes,Petrol,3.0 Turbo,90567 km,6,Tiptronic,Rear,4,Left wheel,Grey,12,25716
45803027,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2.2,150000 km,4,Automatic,Front,4,Left wheel,Grey,4,33908
45802747,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,42582 km,4,Automatic,Front,4,Left wheel,Silver,4,26510
45211864,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,167360 km,4,Tiptronic,Front,4,Left wheel,White,6,19444
45686742,NISSAN,X-Terra,2011,Jeep,Yes,Petrol,4,79633 km,6,Automatic,4x4,4,Left wheel,Silver,6,21953
45776908,SUZUKI,Escudo,1993,Jeep,No,Petrol,1.6,170000 km,4,Manual,4x4,4,Right-hand drive,Grey,2,8467
45803021,HYUNDAI,Santa FE,2018,Jeep,Yes,Diesel,2.2,5964 km,4,Automatic,Front,4,Left wheel,White,4,96071
45727399,SSANGYONG,Korando,2011,Jeep,Yes,Diesel,2,161457 km,4,Automatic,Front,4,Left wheel,Silver,4,21326
45809956,HONDA,Civic,2017,Sedan,Yes,Petrol,2,28899 km,4,Automatic,Front,4,Left wheel,Black,4,54822
45775203,GAZ,32214,1977,Limousine,No,Petrol,2.4,11111 km,6,Manual,Rear,4,Left wheel,Black,0,15681
45810609,HONDA,FIT,2010,Sedan,No,Petrol,1.3,101000 km,4,Variator,Front,4,Right-hand drive,Red,6,25
45812741,CHRYSLER,200,2012,Sedan,Yes,Petrol,2.4,185821 km,4,Automatic,Front,4,Left wheel,Grey,12,2274
45775952,MAZDA,Protege,2001,Sedan,No,Petrol,1.6,11111111 km,4,Automatic,Front,4,Left wheel,White,2,3800
43701822,PEUGEOT,407,2005,Sedan,No,Petrol,2,150023 km,4,Manual,Front,4,Left wheel,Grey,0,10976
45804766,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,2,108782 km,4,Automatic,Front,4,Left wheel,Silver,4,34905
45778144,MERCEDES-BENZ,A 160,2004,Sedan,No,Petrol,1.6,130000 km,4,Tiptronic,Front,4,Left wheel,Black,6,5331
45816285,BMW,X5,2011,Jeep,Yes,Diesel,3,332243 km,6,Automatic,4x4,4,Left wheel,Black,12,10192
45810030,HONDA,Civic,2017,Sedan,Yes,Petrol,2,48291 km,4,Automatic,Front,4,Left wheel,Grey,4,47531
45334439,HYUNDAI,Sonata,2013,Sedan,Yes,Hybrid,2.4,162000 km,4,Automatic,Front,4,Left wheel,Black,12,17876
45759635,SUBARU,Forester,2012,Jeep,Yes,Petrol,2.5,260133 km,4,Automatic,4x4,4,Left wheel,Silver,0,4861
45760997,CADILLAC,Catera,2000,Sedan,Yes,CNG,3,180000 km,6,Manual,Rear,4,Left wheel,Black,12,4800
45772407,HYUNDAI,Elantra,2017,Jeep,Yes,Petrol,2,284251 km,4,Automatic,Front,4,Left wheel,Grey,12,94
44371531,SUBARU,Forester,2013,Jeep,No,Petrol,2.5,116800 km,4,Variator,4x4,4,Left wheel,Grey,6,21326
45796392,SUBARU,Outback,2002,Hatchback,No,Petrol,2.5,150000 km,4,Automatic,4x4,4,Left wheel,Green,2,5802
44740809,TOYOTA,Aqua,2014,Hatchback,No,Hybrid,1.5,162000 km,4,Automatic,Front,4,Right-hand drive,Silver,2,13799
45793447,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,59136 km,4,Automatic,Front,4,Left wheel,Silver,4,4077
45786131,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,161000 km,4,Variator,Front,4,Left wheel,Sky blue,6,17876
45769403,MERCEDES-BENZ,E 350,2009,Sedan,Yes,Diesel,3.5,109139 km,6,Automatic,Rear,4,Left wheel,Black,12,5018
45803495,HYUNDAI,Sonata,2010,Sedan,Yes,LPG,2,89181 km,4,Automatic,Front,4,Left wheel,Silver,4,7527
45816085,HYUNDAI,Elantra,2013,Hatchback,Yes,Petrol,1.8,93650 km,4,Automatic,Front,4,Left wheel,Blue,12,1254
45769191,FORD,Escape,2011,Jeep,Yes,Hybrid,2.5,130306 km,4,Automatic,4x4,4,Left wheel,Green,0,314
45803758,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,130000 km,4,Automatic,Front,4,Left wheel,Silver,4,29777
44105224,TOYOTA,RAV 4,2016,Jeep,No,Petrol,2.5,60000 km,4,Tiptronic,Front,4,Left wheel,Carnelian red,8,40769
45786449,LEXUS,ES 300,2013,Sedan,Yes,Hybrid,3,100000 km,10,Automatic,Front,4,Left wheel,Black,12,49864
45801400,MERCEDES-BENZ,E 500,2004,Sedan,Yes,Petrol,5,99000 km,8,Tiptronic,Rear,4,Left wheel,Black,10,21953
45770987,TOYOTA,Camry,2012,Sedan,No,Hybrid,2.5,138165 km,4,Automatic,Front,4,Left wheel,Red,0,23521
45803045,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2.2,23216 km,4,Automatic,Front,4,Left wheel,White,4,40769
45733723,HYUNDAI,Sonata,2016,Sedan,Yes,Petrol,1.6,344193 km,4,Automatic,Front,4,Left wheel,White,4,51517
45651206,MERCEDES-BENZ,GLE 350,2016,Jeep,Yes,Petrol,3.5,91493 km,6,Automatic,Rear,4,Left wheel,Black,0,549
45323316,TOYOTA,VOXY,2007,Minivan,Yes,Petrol,2.4,170000 km,4,Automatic,Front,4,Right-hand drive,Black,6,10349
45814384,KIA,Cerato,2014,Sedan,No,Petrol,1.6,76000 km,4,Automatic,Front,4,Left wheel,Black,6,21326
45787320,TOYOTA,Corolla spacio,1998,Hatchback,No,Petrol,1.6,299999 km,4,Automatic,Front,4,Right-hand drive,White,0,1700
45781584,VOLVO,960,1995,Sedan,Yes,Petrol,2.5,253442 km,6,Automatic,Rear,4,Left wheel,White,2,6272
45796744,MERCEDES-BENZ,E 320,1998,Sedan,Yes,CNG,3.2,0 km,6,Automatic,Rear,4,Left wheel,White,6,6586
45812973,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,157859 km,4,Automatic,Front,4,Left wheel,Black,12,314
45816562,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.8,104270 km,4,Automatic,Front,4,Left wheel,White,12,2117
45802818,HYUNDAI,Santa FE,2018,Jeep,Yes,Diesel,2,49396 km,4,Automatic,Front,4,Left wheel,White,4,55230
45797474,HYUNDAI,H1,2018,Universal,Yes,Diesel,2.5,45535 km,4,Automatic,Front,4,Left wheel,Silver,4,45436
45583012,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,91753 km,4,Automatic,Front,4,Left wheel,White,8,18503
45337085,TOYOTA,Prius C,2013,Hatchback,No,Hybrid,1.5,110000 km,4,Automatic,Front,4,Left wheel,Silver,12,16935
45760548,BMW,525,1998,Coupe,Yes,Petrol,3.2,11111 km,6,Tiptronic,Rear,2,Left wheel,Silver,4,4737
45367132,TOYOTA,Camry,2019,Sedan,No,Hybrid,2.5 Turbo,3000 km,4,Tiptronic,Front,4,Left wheel,Grey,8,71503
45785871,NISSAN,Versa,2012,Sedan,No,Petrol,1.6,109000 km,4,Automatic,Front,4,Left wheel,Blue,2,11290
45776697,MERCEDES-BENZ,E 240,2000,Sedan,No,CNG,2.4,256000 km,6,Tiptronic,Rear,4,Left wheel,Blue,6,8467
45789392,FORD,Transit,2007,Microbus,No,Diesel,2.2 Turbo,231000 km,4,Manual,Front,2,Left wheel,White,1,17700
45733409,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,2,24148 km,4,Automatic,Front,4,Left wheel,Black,4,49751
45809881,HONDA,Civic,2017,Coupe,Yes,Petrol,1.5,16914 km,4,Automatic,Front,4,Left wheel,Grey,4,67480
45262642,MITSUBISHI,Outlander,2016,Jeep,No,Petrol,2.4,68985 km,4,Automatic,Front,4,Left wheel,Silver,0,20855
45792894,FORD,Transit,1997,Goods wagon,Yes,Diesel,2.5,134080 km,4,Manual,Rear,4,Left wheel,Blue,2,13485
45776414,NISSAN,X-Terra,2003,Jeep,No,Petrol,3.3,200000 km,6,Manual,4x4,4,Left wheel,Silver,10,9095
45757454,FORD,Escape,2008,Sedan,Yes,Hybrid,0.4,209843 km,4,Automatic,Front,4,Left wheel,Grey,0,188
45762520,TOYOTA,Sienna,2015,Sedan,Yes,Petrol,3.5,53014 km,6,Automatic,Front,4,Left wheel,Grey,12,10663
45523517,TOYOTA,CHR,2019,Coupe,Yes,Petrol,2,5219 km,4,Automatic,Front,4,Left wheel,White,12,6586
45770313,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3,273186 km,6,Automatic,Rear,4,Left wheel,White,12,9879
45808864,FORD,Explorer,2014,Jeep,Yes,Petrol,3.5,88033 km,4,Automatic,Front,4,Left wheel,White,4,56340
45801920,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,113660 km,4,Automatic,Front,4,Left wheel,Grey,4,11886
45610985,BMW,X3,2004,Jeep,Yes,Petrol,2.5,164000 km,6,Tiptronic,4x4,4,Left wheel,Black,8,13485
45798128,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,113861 km,4,Automatic,Front,4,Left wheel,Silver,4,12849
45745913,MERCEDES-BENZ,Vito Extra Long,2016,Minivan,No,Diesel,1.6 Turbo,57000 km,4,Manual,Front,4,Left wheel,Black,2,72130
45813715,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,421546 km,4,Automatic,Front,4,Left wheel,Silver,12,4861
45789922,KIA,Picanto,2016,Sedan,Yes,Petrol,1,36805 km,3,Automatic,Front,4,Left wheel,Black,4,13172
45710264,OPEL,Astra,1999,Hatchback,No,Petrol,1.8,253000 km,4,Manual,Front,4,Left wheel,Silver,4,7840
45769390,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,1.5,129000 km,4,Automatic,Front,4,Right-hand drive,Silver,6,10349
44533279,OPEL,Astra,2007,Hatchback,No,Petrol,1.4,200000 km,4,Manual,Front,4,Left wheel,Black,6,7840
45801965,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,51211 km,4,Automatic,Front,4,Left wheel,Black,4,11604
45797057,HYUNDAI,Genesis,2014,Coupe,Yes,Petrol,2,148915 km,4,Automatic,Front,4,Left wheel,Grey,4,31797
45646281,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3.5,245762 km,6,Automatic,4x4,4,Left wheel,Black,12,157
45661467,LEXUS,RX 450,2016,Jeep,Yes,Hybrid,3.5,27038 km,6,Automatic,4x4,4,Left wheel,White,12,392
45792381,TOYOTA,Corolla,2010,Sedan,Yes,Petrol,1.8,346078 km,4,Automatic,Front,4,Left wheel,Blue,12,1098
45644219,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,170000 km,4,Variator,Front,4,Left wheel,Blue,10,14426
45648309,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,398069 km,4,Automatic,Front,4,Left wheel,Black,12,1098
45648838,TOYOTA,Camry,2019,Sedan,Yes,Hybrid,2.5,39552 km,4,Automatic,Front,4,Left wheel,Black,12,251
45810270,CHEVROLET,Malibu,2014,Sedan,Yes,Petrol,2,121800 km,4,Automatic,Front,4,Left wheel,White,4,26613
45759513,LEXUS,CT 200h,2011,Hatchback,Yes,Hybrid,1.8,224267 km,4,Automatic,Front,4,Left wheel,Silver,0,3293
45529722,TOYOTA,Camry,2015,Sedan,Yes,Petrol,2.5,50000 km,4,Tiptronic,Front,4,Left wheel,White,12,32302
45804765,BMW,320,2000,Sedan,No,Petrol,2.2,200000 km,6,Tiptronic,Rear,4,Left wheel,Silver,6,10036
45765057,MAZDA,1000,2019,Jeep,Yes,Petrol,2,11566 km,4,Automatic,4x4,4,Left wheel,Black,12,470
45662385,MITSUBISHI,Pajero IO,2000,Jeep,No,Petrol,2,232100 km,4,Automatic,4x4,4,Left wheel,White,2,7683
45799852,OPEL,Astra,1994,Sedan,No,Petrol,1.4,1111 km,4,Manual,Front,4,Left wheel,Green,0,3000
45790153,OPEL,Corsa,2003,Hatchback,Yes,Petrol,1.2,22863 km,4,Manual,Front,2,Left wheel,Silver,4,4704
45744773,DAEWOO,Lacetti,2010,Sedan,Yes,Petrol,1.8,71479 km,4,Automatic,Front,4,Left wheel,Grey,4,6743
45813870,MERCEDES-BENZ,ML 320 AMG,2002,Jeep,Yes,CNG,3.2,203000 km,6,Tiptronic,4x4,4,Left wheel,Black,8,11604
45810146,HYUNDAI,Veloster,2012,Hatchback,Yes,Petrol,1.6,120000 km,6,Automatic,Front,4,Left wheel,Black,0,20385
45781776,TOYOTA,Yaris RS,2016,Hatchback,Yes,Petrol,1.5,55000 km,4,Tiptronic,Front,4,Left wheel,Blue,12,26030
45793953,MAZDA,626,1994,Sedan,No,Petrol,2,280000 km,4,Manual,Front,4,Left wheel,White,12,2600
44782614,MERCEDES-BENZ,GL 550,2011,Jeep,Yes,Petrol,5.5,125000 km,8,Tiptronic,4x4,4,Left wheel,Grey,12,59586
45813046,HYUNDAI,Sonata,2014,Sedan,Yes,Petrol,2.4,244266 km,4,Automatic,Front,4,Left wheel,Blue,12,2587
45809364,HONDA,FIT,2014,Hatchback,Yes,Petrol,1.5,111400 km,4,Automatic,Front,4,Left wheel,Silver,4,22502
45529910,TOYOTA,Prius,2014,Hatchback,No,Plug-in Hybrid,1.8,112000 km,4,Automatic,Front,4,Left wheel,White,12,21012
45782671,HONDA,FIT,2011,Sedan,No,Hybrid,1.3,122233 km,4,Variator,Front,4,Right-hand drive,Blue,0,7527
45747500,BMW,520,1996,Sedan,No,Petrol,2,44444 km,6,Manual,Rear,4,Left wheel,Blue,2,7527
45814946,TOYOTA,Camry,2018,Sedan,Yes,Petrol,2.5,11000 km,4,Tiptronic,Front,4,Left wheel,Red,12,75266
45793280,CHEVROLET,Spark,2016,Sedan,Yes,Petrol,1,31970 km,4,Automatic,Front,4,Left wheel,White,4,11604
45463497,HYUNDAI,Tucson,2017,Jeep,No,Petrol,2,36800 km,4,Tiptronic,Front,4,Left wheel,Grey,8,36065
45810521,CHEVROLET,Orlando,2013,Jeep,Yes,Diesel,2,40299 km,4,Automatic,Front,4,Left wheel,Silver,4,24415
45767383,CHEVROLET,Volt,2017,Hatchback,Yes,Hybrid,1.5,81440 km,4,Automatic,Front,4,Left wheel,Black,0,784
45730853,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,68961 km,4,Automatic,Front,4,Left wheel,White,4,43868
45811135,TOYOTA,VOXY 2003,2003,Minivan,No,Petrol,2,195000 km,4,Automatic,Front,4,Right-hand drive,Silver,1,10976
45642647,VOLKSWAGEN,Scirocco,2016,Sedan,Yes,Petrol,0.2,73722 km,4,Automatic,Front,4,Left wheel,Black,12,941
45813848,FORD,Fusion,2016,Sedan,Yes,Hybrid,2,82296 km,4,Automatic,Front,4,Left wheel,White,12,5645
45730131,SSANGYONG,Actyon,2017,Jeep,Yes,Diesel,1.6,97709 km,4,Automatic,Front,4,Left wheel,White,4,38580
45810125,CHEVROLET,Lacetti,2010,Sedan,Yes,Petrol,1.8,176682 km,4,Automatic,Front,4,Left wheel,Black,4,12256
45808286,HONDA,Cr-v,2010,Jeep,Yes,Petrol,2.4,106312 km,4,Automatic,4x4,4,Left wheel,Silver,12,8311
43277982,HONDA,FIT,2011,Hatchback,No,Petrol,1.5,133000 km,4,Automatic,Front,4,Right-hand drive,White,4,8467
45715042,LEXUS,GX 460,2013,Jeep,Yes,Petrol,4.6,111000 km,8,Automatic,4x4,4,Left wheel,Brown,12,71503
45651703,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,226814 km,4,Automatic,Front,4,Left wheel,Black,0,282
45793764,TOYOTA,Prius,2013,Hatchback,No,Hybrid,1.8,114000 km,4,Variator,Front,4,Left wheel,White,12,23592
45803308,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,537500 km,4,Automatic,Front,4,Left wheel,Orange,4,5175
45782213,CHEVROLET,Malibu,2010,Sedan,No,Petrol,2.4,304000 km,4,Automatic,Front,4,Left wheel,White,10,12074
45801053,TOYOTA,Altezza,2003,Sedan,No,Petrol,2,59000 km,6,Automatic,Rear,4,Right-hand drive,Blue,4,8781
